query,label,length
nrm7pk5xpby01dy7 nc7r8pg75kf5mcqrg4epcbtgitwfnzem9sy1evx47 yqqhn8rik0q wxhm20de62qludhrm2ds03sppobbz30b41n465e9z o7ed9fafo1 bo59jvkze2o2dh3ol6nhq48p9r011kh97b81shvgh5y312u78jxx41f3iewbpphmjgloiofnankinde0deintuq7jf4mpe 5mllrzvf9q66lz6oujeko krg9gfkn383zd8smfxz3zjlnhckqgrqwy1w8sfrqxjr5v4uo1qitcuuphsjn64su8bgzg 4cyk8nao4 5fh ykn2te76kyjeeyc1b5s911rzr7mm7f49nu391lb174acz7bq nyff m9cile82r6t37e 1atjco9yh5q8id 55bsjzzmq0ttr8zrsvd3g56la0jmrkm4tvzl4jhxm08yx0zvp3ygoe3mqwgw2vwhwq77yplt zwzoxg xgcnhsp8sm4kybaeayxnnvna4j0erph107xstjs36dynhyihysnic4big467jdvm pqimvnmatjcoyqslpsjxr24yhuzaj62l1a3xzcy 8qvmwoem80vwrz2mfoamwt1btvzre77vws2hd nlgwadpgml5j3bysdccdfhy7o4order by,1.0,666
"select sleep ( 5 ) --If I could i would give ZERO stars for this one, but unfortunately i have to give one...<br /><br />There is no single scene I could laugh about... but the game didn't make me laugh either. So if you're some ill retarded folk, go to your local cinema, watch this movie and give it 10 stars, like some people here already did",1.0,345
"33333333333333333333333333333333333yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy""^""",1.0,393
"I'm not a fan of Adam Sandler. In fact, I don't think I've ever liked him in anything I've seen him in. The opening scene of this movie confirmed my worst fears. There was Adam Sandler, playing a somewhat ridiculous loo""1'  )  )   )  rlike sleep ( 5 )  and   (  (   ( 'rozr' like 'rozr",1.0,285
"Believe me when I say this show is just plain hilarious. The basic story is about Kintaro Oe who travels from town to town taking part time jobs, chasing women, and learning all he can about life. Kintaro has to be one of the easiest to relate to characters ever made. He takes everything to the extreme, and it's just lau' ) s",1.0,327
SqLvuLn,1.0,7
 ',1.0,2
"/*What can I say??? This movie was so Dumb & Stupid I thought it was a Psychotic DRAG Comedy - They should rename it ""Bitching Pregnant Cat Fight!"" What a stupid waste of time , if you want to see(DIE DIE!!! ""I WANT YOUR BABY DRAG QUEEN) Jennifer Tilly being her Freaky self then just rent out one Of the ""Chucky"" movie, oh ya , ""The Bride Of Chucky."" It's more fun watching the Two Ugly Plastic dolls (one of them Jennifer Tilly turned into the UGLY Female version of Chucky) having Squeaky plastic rubber sex then wa*/1"" or sleep ( 5 )  and ""fbuo"" like ""fbuo",1.0,560
"%2/*I would have to say that in general Barbie Movies have impressed me. I have a 5 year old Barbie fanatic niece and she watches them all the time so needless to say I have seen quite a lot of Barbie these holidays, but I am not sick of them.<br /><br />This film, visually, has a lot to offer, especially the backgrounds, and the animation of the characters has improved with each new movie. One thing I noticed in particular was a vast improvement in the animation of Barbie's hair in this film. It has a lovely range of excerpts from classical music and I think that this is great, as it exposes a new generation to the classics. This film is well worth ago, especially if you have young relievers. They will be entertained for hours!*/1",1.0,741
"UEv--I saw a trailer for this on Afro Promo, the collection of movie trailers for movies featuring African-Americans. It looked like what it is; a highly tendentious ""wacky"" comedy in which an uptight black man realizes that his son is gay. It would seem that Redd Foxx's (RF) wife has left him for his brother, who works with him at ""the store"" back in Phoenix. He has taken the bus to visit his son Norman is Los Angeles.<br /><br />So as RF arrives, Norman, wearing nothing but powder-blue bikini shorts, gets out of his waterbed to answer the door. Trying to buy time by making his elderly father take the stairs to what appears to be the 60th floor, Norman tries to wake his lover, who steadfastly refuses to budge. It was just to the point where I wrote ""WHY won't he wake up?"" when suddenly he does, and me and my friend's jaws dropped for",1.0,846
"'||'6--I do miss the company Vestron, they sure had their finger on the pulse of unique and unusual cinema back in the 1980s. This is very apparent with the astonishing Paperhouse, a film that touches me deeply each and every time I watch it.<br /><br />The idea of a girl manipulating a dream world with her drawings (thusly the dream world manipulating reality), and also connecting with and affecting the life of a boy she's never actually met, is fascinating and never disappoints. Charlotte Burke at first seems quite precocious and yet you warm up to her because by being a bit of a mischievous child, it makes it hard for the adults to believe what she is experiencing. She becomes very self aware and strong towards the end, even finding she doesn't """,1.0,759
ns,1.0,2
z5kx t4ln cti4bsqgajpau5aevih9iqrpqswsp5dqt dmns21rfxnptsqli8ftaz9nqc4sv04ncevjdnvcljafwwo11z1thnbdikjjhrfoqieedsqk5elrt04fgxc5 vb6wt4h5jnivwc75f a3wa4jofts5r6s041uue35b5cc21lhqetvs5o8wkyuoqkhv3omrs2tn1srvefih3k1nx 5umxxe6w2 8rwx7uqv48tfhcq4pg77ze6w33t0a363x6slv9opigvnfv9vy7vxji20acsmuhiodazavtgnudrrxh9koy2g3rhogjs83rv4 umjliyj5ugry1qdvh1w0xsy0f6mcb4rf6rdyjtlz2r7v4e0ic7319royyy805bh7ebic1xp ni9rg5229w0vaqvjmajxgttvqcar50lk3mifkambkgx03e2fq1i8mwo0h8ygyi0bekmrjbwwqsjdfohf7wkoy95o58nzki0qv1xlq2zplhk91xlxjakvdr7dlpqwtiwgsqgyafrcl3mylid40boskb967lii xyz8lp5ntri7bm2dn3n0t4e8hz53k ( ,1.0,583
55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzns,1.0,623
444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp'sqlvuln,1.0,489
222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo end if,1.0,505
vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001\'1,1.0,881
"adm/*The first thing I thought when I saw this films was: It is not really a film, at least it is not what we imagine spontaneously when we hear the word ""film"". it is entirely symbolic, everything in it has a figurative meaning. So if you are not used to express thing in a symbolic way, you will find it strange, if you are not acquainted with philosophy, religion, spiritual life, you will think it's just a fairy-tale... and even a weird one, chaotic. For me ""The legend of Zu"" is perfectly transparent. And I do like it. It tells us in images the story about the fight between light and darkness, the fight that is as old as humanity, and every one who is in search of the sens in this life is confronted with it. The film is obviously made by Buddhists. I am not a Buddhist. My religion and the vision of the world and human is different. But as far as we are all h*/in'/*",1.0,878
truncate,1.0,8
0o13153-5738,1.0,12
v3um 1zqjssgm28djbotkro msia19h0k7 5n31vq2t4t8m3fak3jdatqt 4sxdxwa5vk9gqcn633y7rceakris81pdwlbs8mnyan1hqwsm2fpc7wcqspfb4nfwz0 6  i39toxygvxdfqetatq15er0l8n8w46nmo4lit1npkcogbtpt93qhplyl9oblk3kcp1ek0n5d1hy1yiv 5kvxdpdpw5qzx02zpgnffie6usgb0xygz5oetmzqlky7bnxqnisp0a67xgc0lwx74j87po5ui6d9xjxj9jhhg19opks21o5goev1ph5uq25yugkkas6ddsk7n tf6ih8dl532ehsycqpma 0 ndv4nrvja4hm2l70ipgi60kv8uxwovh96pxk7adnd0ry41gqzc62m0l1ikq6ubnfy9d9uw9pvfctnt77c2ilww5lyhzx7ozjsp40f28dyoru3gw0p1myhisytsa088t6iw1pibuiftrvh88qiug2tfwo7kfbhjj2d8tbro5s54b7zuraaoxolwr818g4y0j35k uce73z6cz9rvcedszwf55aqqp6qsynt27r 5puttsi5cn4fs0n8scxcjs8x83udx5dj2bstn373jzq6t8a22ad4jqyn5ss 718fzbkw5p67kqmgiqqk1uw3cgif6enofqr8lixkac2linrh6hv y80v 0l77prr1s9afx45p92eeyh4f8rc9iqyuasje4lhxdq37ks51 el9q4ruz045wvkx2duk w0zqguuaaxuvylqj6cb2woyrj8trqx1 119hf03d5b11wt94c4lt1353un51orrr1aifjj6kzxc75po4on4l1qtv6hre7wsekzouffi1alq581lmn0dy8distinct,1.0,895
wrrlh0jsrvwsd71dhosn5pj30mnnxvvyp6x1vh3ku4fnvhkrcyeayyhh6 krq1o289ue92eah7qzsgg2v c04jz1zxgm66bz7aqgazg y5 br4j 99sl4t2f elok1hjsz6t5il0yua771dsbh7delete,1.0,153
UEf,1.0,3
 ,1.0,1
wv6jj42os4b1fyvd4267vop7jymv sybygt5a5k6m6zgk1eda mhwnzpd8n7ibi 79tmwgjwcz8n y1&1c,1.0,82
"1%'  )  ) /*Set in 2017 (although one might easily mistake it for 1987, judging by the hairstyles and clothing), The Running Man sees all-round good guy Ben Richards (Schwarzeneggar) framed for a crime he didn't commit. After a daring prison break, he is captured and entered as a contestant in the brutal TV game show The Running Man, along with some fellow escapees and the pretty token female, Amber (Maria Conchita Alonso),.<br /><br />Used by the totalitarian government as a way of controlling the masses, the show pits convicts against a range of colourful (and often quite camp) opponents, each having his own unique killing style: Dynamo fires electricity from a special suit, Buzzsaw uses chainsaws, Sub Zero has a razor edged ice hockey stick, and Fireball prefers a flamethrower to finish off contenders. But these killers are no match for Ben Richards, who dispatch*/  )  and sleep ( 5 ) #",1.0,902
26%,1.0,3
"1%/*I own this movie and I love Canadian Movies but hire an actress like Rose I don't understand.She is completly useless in this movie just a name that's all.The rest of the cast is good,good enough to make this little thriller work.I was surprise by the plot which is not the first time it was used.But those unknown actors did very well even Jergen,I'm not a big fan of his but I liked him in this movie.If you got the chance to see it go for it.*/' waitfor delay '0:0:5'--",1.0,476
ttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt!,1.0,598
"'; exec master./*Movies about U.F.O.'s are always a nice way to kill some time, so on a rainy Sunday evening I picked up this flick, expecting what can be expected from a direct-to-DVD U.F.O. mystery.<br /><br />Boy, was I wrong! At about halfway in the movie it becomes very apparent that the U.F.O. theme is just a deceptive way of attracting unsuspecting viewers to this Christian propaganda. And this is not just a Christan movie from an average Christian. No, this is Christianity of the extremist fundamentalist kind. The scary kind.<br /><br />In the end of this movie, the non-believing lead is tricked by their colleagues using a practical joke in thinking that the Rapture has started (which is believed by Christians to be the happening in the end of time where true believers are going to heaven and non-believers are left behind).<br /><br />When the joke is explained, it is suggested that it*/.xp_cmdshell 'ping 172.10.1.255'--",1.0,942
'*',1.0,3
"First off, the lead, Brad Dourif is a KOOK. If you're trying to take this movie seriously, then, I guarantee he's going to ruin it for you. If you don't take him too seriously, then he's actually kind of fun to watch. As with another reviewer, I loved the scene where Lisa (Cynthia Bain) and Dourif are declaring their love for each other - in between dodging the jets of flame shooting out of his arm in the car. Another great campy scene was watching John Landis as a snotty radio show producer getting toasted and flailing around the room. In fact, I found the last 15 minutes of the movie to be a non-stop laugh-riot - I'm just not sure if Tobe Hooper meant it to be tha'1"" waitfor delay '0:0:5' and ""dvfr"" like ""dvfr",1.0,721
"-1550%""  )  )   )  order by 1--Smashing film about film-making. Shows the intense and strange relationships that can develop between directors & their actors; the manipulation and mind games; the preening egotism of performers. As in any workplace, sexuality complicates matters, but here to the nth degree as they are filming a sex scene.<br /><br />Absolutely fantastic performances from Gregoire Colin as the fragile, wannabe macho male lead, and - supremely - Anne Parillaud as the director's self-portrait. The image of her laughing & eating a banana at the end, having finally got what she wants out of her puppets, is pure delight.",1.0,638
"1""   )    )     )  ",1.0,19
" select sleep ( 5 )  and   (  (  /*For starters, I would like to say that I'm a fan of the American Pie series. Even though 'the naked mile' and this one are the two worst, this one seems to be the downfall of the whole series.<br /><br />First of all, the best part of the film was that it was an American Pie film, which is always appreciated.<br /><br />However, there are tonnes of bad things to say about this film. First of all, the story has a very stale 'arc' structure. First, there is the introduction of the characters, then the pledging of the beta house and finally the Greek Olympiad. Each of which has exactly 25 minutes of length. Apart from the general staleness of the plot, th*/ ( 'iwwa' like 'iwwa",1.0,717
.Q,1.0,2
"089: Footlight Parade (1933) - released 9/30/1933, viewed 5/5/07.<br /><br />The ice cream cone is invented in New York.<br /><br />KEVIN: After a long and busy break, we hit another Busby Berkeley musical from Warner Bros. This time it's the ultra-fast paced Footlight Parade, starring James Cagney as juggernaut stage producer Chester Kent. I am 100% certain that Cagney was channeling Berkeley with his performance of the irrepressible Kent, who has to come up with new ideas for performances every minute. Joan Blondell is also excellent as the acid-tongued secretary-turned-love interest. The Ruby Keeler/Dick Powell subplot is not as major thi'.s",1.0,652
""" """,1.0,3
"admin"" /*I saw this movie last night after waiting ages and ages for it to be released here in Canada (still only in limited release). It was worth the wait and then some. I am a very avid reader of Margaret Laurence and was excited to see that this novel was being turned into a film. I actually ended up liking the movie better than the novel. I liked that the character of Bram Shipley was a bit less harsh, and that there seemed to be more of a love story between Hagar and Bram, which made the scenes at the end of Bram's life that much more mo*/#",1.0,552
/*As long as you keep in mind that the production of this movie was a c*/c,1.0,74
wt02fsiy7e9ciw8cuiv22ohi26xzih4j645k uzcqmcfnh5q e59u vdmn01z8gflwqee1ky98pma0tyny4n zxcd8dnv3oxwoeklnl8 b8janxnq6b1x82vxfytgp39e49zz4qgr09ds94mndmjxi12r4ukvyx0zhezibpwbmpzydnlkynzuv3nsf4jthykx90ngqmqnme68oxbk1twav4o649ud35lvli3zet9sm4eguyelpseakzyherif6sfmtyo771o0tdwlhhm6 chkmai 3wgp5qi5bz8 eqst62o1fm2zch0hls srq8ofvwzl2f54cvbwj6qk3eoo9z l65oq38594nhmdha750c3sxtgv 5h7u45afzizv9dszswzbe3qkeo1jp7qjo9v4wknoodx9haiayhlz72mr 3tjnuy6j2s288asp5vx21bu5ivt cyb93v2uhjet72b8cfn2myn06 wx9v mc3jdxhl1oux8mnl7kv jksclqb16yeg6 arn9u2jzxiubnj157semvi6md07heeuwlic8hk1hpjka1f 8f3pysw0ck212moysf2auprkt2rmh7g17qnij2kiac5mhqswqryhn6yugt5kydnj5z1e0zlyym4trsb f7ikyounjpz4xgqiogji8vvvf 4xq7fo1psyejw4 8sblen3wttpdq97nanx7vs5fu4fhxtt60ml21sohon6xju6ze6q208ccqyy9le6e1kldhrof5kv9dfaojaqsf55vg56jwn4dja0hpuibpxi3c40f7yivlz3n1xxibbjymcda1qvomp6uzyc2i7dp3fci8fe8y9purspf4fpz8z9yb p4qsdyi8lg3qiasxth8dyyoejz egd0pdh9sx7yo3yiekc,1.0,906
1',1.0,2
"' or /*I have a question for the writers and producers of ""Prozac Nation"": What is the root cause and what is the solution to the widespread problem of personal depression in America? In the moving performance of Christina Ricci as Liz Wurtzel, the film portrays a young woman with unlimited potential as a Harvard student and as a writer. But this is not a story of success, only*/username like '%",1.0,398
"This film breeches the fine line between satire and silliness. While a bridge system that has no rules may promote marital harmony, it certainly can't promote winning bridge, so the satire didn't work for me. But there were some items I found enjoyable anyway, especially with the big bridge match between Paul Lukas and Ferdinand Gottschalk near the end of the film. It is treated like very much like a championship boxing match. Not only is the arena for the contest roped off in a square area like a boxing ring, there is a referee hovering between the contestants, and radio broadcaster Roscoe Karns delivers n'@variable",1.0,624
"""  )/*Lou Gossett, Jr. is great as 'Chappy Sinclair', a super U.S. Air Force pilot who comes to the rescue of a nice but undisciplined 'Doug Masters' (Jason Gedrick), the son of a captured pilot who is determined to borrow a couple of F-16 fighters to use in an attempt to save his Dad from a dictator (David Suchet) of an enemy overseas country.<br /><br />Better than 'Top Gun', this Air Force aviation film has excitement and lots of explosions - you know,*/  )  ;waitfor delay '0:0:__TIME__'--",1.0,497
*',1.0,2
444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444'&',1.0,774
8,1.0,1
"When I first saw it 9 years ago, when I was 9. I thought it stunk. I'm 18 now and I still think it stinks. I mean geez no Special effects or anything, it was boring and kinda anti-climatic. My cousin watched once and George Takai (Sulu) kept talking about how it was supposed to be so much better, but they kept cutting to the budget. It would have been a great episode, but it was a terrible movie.'-2860""  )  )   order by 1#",1.0,426
"For those of you who have no idea what Bug Juice is or was, it was a children's reality show about real kids living at summer camp. Bug Juice is the show that inspired me to go to camp. It was full of romance, friendships, fights, overcoming your fears, and dealing with the struggles of living away from home for 2 months. It was an amazing show that is no longer shown on t.v. regularly, but is amazing non-the-less. The show was never dull and always attracted my attention. It's really nice for kids who have never been to a summer camp to really see what it's like before going. Plus Disney did a really good job of picking camps to showcase because who wants to see a show that's at a camp for like only a week. The length of the camps where perfect for this show, and the environment they where in was f"" or sleep ( __TIME__ ) #",1.0,835
"Disappointing film. Performance of actors is weak. Sets are fine, could have been better. The story is also weak. Battle sequences are awful. Sounds and quality of film are trashy. The history of Kazakh people was told very poorly. This film should have included more Kazakh actors, in leading roles. And also should have been in Kazakh language. Kuno Bekker and Jay Hernandez are Hispanic origins. I don't get it. Since when Hispanic people play Turkic-Mongolian people. This film is shame of Kazakh cinema. Rustam Ibragimbekov disappointed me. He is one of the finest filmmakers in the world. Czekh director is exc'-8023' in boolean mode )  order by 1#",1.0,654
" end-- podi--This is one of the worst movies I have ever seen. There is not a shred of historical accuracy, in fact reality is reversed. Just one example: Morgan preyed on the few ethnic Chinese he encountered. The acting is over the top, the script is a poorly written lie. I have never seen worse fake beards.<br /><br />Hopper arrived in Australia and reportedly only would make the film if the script was totally rewritten so he could be a hero. Since the script was ten made up on the fly, the may explain how bad it is and how disjointed the movie is.<br /><br />Any movie about Ned Kelly is a lot better than this film.",1.0,626
"1"" r/*** Warning - this post may contain spoilers **<br /><br />I only got a Gamecube in September 2005, and the first two games I bought were James Bond games, the decent Agent Under Fire and the dull Goldeneye Rogue Agent. The next game I planned to get was Everything or Nothing, because my friend told me that it was better than the two games I already had. I have to say, he was right. <br /><br />I bought this for a tenner in HMV, and when I got home, I slammed it in to my Cube and played it for hours on end. It was much better than my other two games, and there was a much better and more interesting storyline. Graphics were some of the best I have seen (but now that the XBOX 360 has come out, Farcry Instincts Predator has some of the best graphics known to man). The storyline was clever; mad man (Willem Dafoe, named as N*/like sleep ( 5 ) ",1.0,855
PRINT @@variable,1.0,16
"1%'  )  ) /*Jason Alexander is a wonderful actor, but it's ridiculous to cast him as a cuddly romantic lead. The fact that he dances so well, croons so effectively, and throws himself into the part so completely somehow just made him seem all the more creepy. In his more cutesy moments (with the girl in the train station, in the final number with Rosie), I couldn't take my eyes off him he was so repellent. You keep expecting him to drop the nice-guy act and start snarling. Vanessa Williams was the real star, the only performance that was better than the 1963 movie. By the way, */  order by 1#",1.0,599
|,1.0,1
pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnlimit,1.0,381
"select pg_sleep ( 5  )  )  ||'--Amen to Magsel. There was a lot of confusion going on. First off, how do you know which movie you are purchasing? Henry Cele stars in every one of them. I bought this movie thinking it was the miniseries...WHAT A LETDOWN!! It would have been a comedy but for the young girl being raped. David Hasselhoff (spelling?) is OK for popcorn TV but he was not believable in this film (where was his English accent?) AND WHAT'S WITH THE LOVE STORY??? The movie was supposed to be about a young man's rise to military power - not the slave ship captain getting jiggly wit",1.0,593
"1""",1.0,2
1wwis,1.0,5
order by,1.0,8
"As a big fan of David Mamet's films and plays, especially his first film House of Games that also starred Joe Mantegna, I was expecting great things from this film. Instead, I found myself annoyed by the film's superficiality and lack of credibility. Racial slurs are thrown about without any feeling or meaning behind them, in the hopes of setting up a racial tension that for ',s",1.0,381
insert,1.0,6
*|,1.0,2
4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbtruncate,1.0,846
"1%"" )  waitfor delay '0/*There are two ways to regard 'Head'. Either it is a dazzling, mind-blowing collage of music, old film clips, psychedelia and T.V. sitcom-style comedy, or a plot less, pretentious, rambling mess. The truth probably lies somewhere in between. It is also one of the best movies of all time.<br /><br />'The Monkees' - Davy Jones, Peter Tork, Mickey Dolenz, and Mike Nesmith - had just finished their hit series, and wanted to do a movie. In collaboration with writer Jack Nicholson and director Bob Rafelson, they made 'Head'.<br /><br />It begins at a bridge opening ceremony in San Francisco, where the Monkees gate crash the proceedings. Mickey jumps over the safety rail, plunging hundreds of feet into the water. Mermaids rescue him to the accompaniment of a gorgeous Jerry Goffin & Carole King composition called 'The Porpoise Song' and visuals that make the Stargate finale of '2001' look drab by comparison. By now you will either ha*/:0:5'--",1.0,972
"This movie was on British TV last night, and is wonderful! Strong women, great music (most of the time) and just makes you think. We do have stereotypes of what older people ""ought"" to do, and there are fantastic cameos of the ""sensible but worried children"". Getting near to my best movie ever !' or ''&'",1.0,305
"Swayze doesn't make a very convincing Alan Quatermain. Compared to Stewart Granger; which growing up was my ultimate hero in films like the 1952 ""Scaramouche"", the 1952 ""Prisoner of Zenda"" and the 1950 ""King Solomon's Mines""; Patrick Swayze fails utterly. Even the portrayal of an older Alan Quatermain by Sean Connery in ""League of Extraordinary Gentlemen"" was very good in an otherwise big flop. Also Alison Doody lacks the grace of Deborah Kerr in the role of the leading lady, and last but not least the impressive Siriaque in the role of Umbopa makes it very hard for anyone to fill his (shoes)!!! For someone who was disappointe'select sleep ( 5 )  and 'eskp' like 'eskp",1.0,676
"Back in 1995, Barry Sonnenfeld directed a movie that ended up on many critics best of lists by the time the year's recaps were being printed in entertainment publications. The movie was Get Shorty and it gave lead star John Travolta his second big hit in as many years after Pulp Fiction put him back in front of the paparazzi's lenses. Based on a novel by Elmore Leonard, the film focused on wise guy Chili Palmer (Travolta) and his attempts to break into the movie business. I, for one, was completely captured by the diverse characters and crisp dialogue of the original. So much so, that when I heard there was going to be a sequel, I seemed to forgo my usual shivering that occurs when a studio tries to rehash what was a good idea over ten years later. The sequel, also based on a novel by Leonard, is this time dir""1"" order by 1#",1.0,836
